student_id,assignment_name,assigned_date,due_date,submitted,submission_date,status,grade,feedback
39,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
39,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,B,Good work
39,Lab Report 2,2025-11-01,2025-11-15,No,,Not Submitted,,
39,Case Study,2025-11-15,2025-11-30,Yes,2025-12-06,Late,A,Good work
40,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-10-05,Late,D,Needs improvement
40,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-13,On Time,B,Good work
40,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-06,Late,B,Good work
40,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-23,On Time,C,Needs improvement
40,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
40,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,B,Good work
40,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-18,Late,C,Needs improvement
40,Case Study,2025-11-15,2025-11-30,Yes,2025-11-28,On Time,D,Needs improvement
41,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
41,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
41,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-09,Late,A,Good work
41,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-22,On Time,B,Good work
41,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-08,On Time,C,Needs improvement
41,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-23,Late,A,Good work
41,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-14,On Time,C,Needs improvement
41,Case Study,2025-11-15,2025-11-30,Yes,2025-11-27,On Time,B,Good work
42,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-30,On Time,A,Good work
42,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-12,On Time,C,Needs improvement
42,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,A,Good work
42,Assignment 4 - Subject D,2025-11-10,2025-11-25,No,,Not Submitted,,
42,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-08,On Time,B,Good work
42,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,A,Good work
42,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-17,Late,A,Good work
42,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
43,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,D,Needs improvement
43,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
43,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,B,Good work
43,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,B,Good work
43,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
43,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,A,Good work
43,Lab Report 2,2025-11-01,2025-11-15,No,,Not Submitted,,
43,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
44,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
44,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-15,On Time,A,Good work
44,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-02,On Time,B,Good work
44,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,C,Needs improvement
44,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-08,On Time,A,Good work
44,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-19,On Time,C,Needs improvement
44,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-15,On Time,D,Needs improvement
44,Case Study,2025-11-15,2025-11-30,Yes,2025-12-02,Late,B,Good work
45,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,A,Good work
45,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-19,Late,A,Good work
45,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-02,On Time,A,Good work
45,Assignment 4 - Subject D,2025-11-10,2025-11-25,No,,Not Submitted,,
45,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-07,On Time,A,Good work
45,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,B,Good work
45,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-13,On Time,B,Good work
45,Case Study,2025-11-15,2025-11-30,Yes,2025-12-05,Late,B,Good work
46,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
46,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-18,Late,C,Needs improvement
46,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,A,Good work
46,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,D,Needs improvement
46,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-10,On Time,A,Good work
46,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,B,Good work
46,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-15,On Time,B,Good work
46,Case Study,2025-11-15,2025-11-30,Yes,2025-11-30,On Time,B,Good work
47,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,B,Good work
47,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-21,Late,D,Needs improvement
47,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-10,Late,A,Good work
47,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,C,Needs improvement
47,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
47,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,B,Good work
47,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-15,On Time,A,Good work
47,Case Study,2025-11-15,2025-11-30,Yes,2025-11-30,On Time,D,Needs improvement
48,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,B,Good work
48,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
48,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-06,Late,A,Good work
48,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,B,Good work
48,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-09,On Time,A,Good work
48,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,B,Good work
48,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-17,Late,B,Good work
48,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
49,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
49,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
49,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-06,Late,A,Good work
49,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,B,Good work
49,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-09,On Time,D,Needs improvement
49,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-22,Late,B,Good work
49,Lab Report 2,2025-11-01,2025-11-15,No,,Not Submitted,,
49,Case Study,2025-11-15,2025-11-30,Yes,2025-12-04,Late,A,Good work
50,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-29,On Time,A,Good work
50,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-13,On Time,C,Needs improvement
50,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
50,Assignment 4 - Subject D,2025-11-10,2025-11-25,No,,Not Submitted,,
50,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-09,On Time,C,Needs improvement
50,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,C,Needs improvement
50,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-14,On Time,B,Good work
50,Case Study,2025-11-15,2025-11-30,Yes,2025-11-30,On Time,B,Good work
51,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-30,On Time,A,Good work
51,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
51,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
51,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-30,Late,B,Good work
51,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-09,On Time,D,Needs improvement
51,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,B,Good work
51,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-22,Late,D,Needs improvement
51,Case Study,2025-11-15,2025-11-30,Yes,2025-11-27,On Time,C,Needs improvement
52,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
52,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-12,On Time,D,Needs improvement
52,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-06,Late,A,Good work
52,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-22,On Time,B,Good work
52,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-08,On Time,C,Needs improvement
52,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,B,Good work
52,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-12,On Time,B,Good work
52,Case Study,2025-11-15,2025-11-30,Yes,2025-12-04,Late,A,Good work
53,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-30,On Time,B,Good work
53,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
53,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-07,Late,B,Good work
53,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-23,On Time,B,Good work
53,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-09,On Time,B,Good work
53,Lab Report 1,2025-10-05,2025-10-20,No,,Not Submitted,,
53,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-14,On Time,D,Needs improvement
53,Case Study,2025-11-15,2025-11-30,Yes,2025-11-28,On Time,A,Good work
54,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,B,Good work
54,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-15,On Time,B,Good work
54,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
54,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,D,Needs improvement
54,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
54,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-18,On Time,A,Good work
54,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-13,On Time,C,Needs improvement
54,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
55,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
55,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-15,On Time,D,Needs improvement
55,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,A,Good work
55,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-23,On Time,B,Good work
55,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-10,On Time,A,Good work
55,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,A,Good work
55,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-18,Late,B,Good work
55,Case Study,2025-11-15,2025-11-30,Yes,2025-11-27,On Time,A,Good work
56,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-29,On Time,D,Needs improvement
56,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-17,Late,B,Good work
56,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
56,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-23,On Time,A,Good work
56,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-07,On Time,C,Needs improvement
56,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,A,Good work
56,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-12,On Time,C,Needs improvement
56,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
57,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-27,On Time,B,Good work
57,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-15,On Time,A,Good work
57,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-02,On Time,A,Good work
57,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,B,Good work
57,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-15,Late,A,Good work
57,Lab Report 1,2025-10-05,2025-10-20,No,,Not Submitted,,
57,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-16,Late,B,Good work
57,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
58,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
58,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
58,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-05,On Time,B,Good work
58,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,A,Good work
58,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
58,Lab Report 1,2025-10-05,2025-10-20,No,,Not Submitted,,
58,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-12,On Time,A,Good work
58,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
59,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
59,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-13,On Time,A,Good work
59,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-05,On Time,B,Good work
59,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,C,Needs improvement
59,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
59,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-23,Late,B,Good work
59,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-14,On Time,B,Good work
59,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
60,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
60,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-21,Late,C,Needs improvement
60,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-05,On Time,A,Good work
60,Assignment 4 - Subject D,2025-11-10,2025-11-25,No,,Not Submitted,,
60,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-08,On Time,B,Good work
60,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-18,On Time,A,Good work
60,Lab Report 2,2025-11-01,2025-11-15,No,,Not Submitted,,
60,Case Study,2025-11-15,2025-11-30,Yes,2025-12-04,Late,A,Good work
61,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,C,Needs improvement
61,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-12,On Time,B,Good work
61,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-02,On Time,A,Good work
61,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-30,Late,B,Good work
61,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
61,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,C,Needs improvement
61,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-13,On Time,A,Good work
61,Case Study,2025-11-15,2025-11-30,Yes,2025-11-30,On Time,B,Good work
62,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-28,On Time,A,Good work
62,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
62,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,A,Good work
62,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,B,Good work
62,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-07,On Time,D,Needs improvement
62,Lab Report 1,2025-10-05,2025-10-20,No,,Not Submitted,,
62,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-15,On Time,B,Good work
62,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
63,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
63,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-13,On Time,C,Needs improvement
63,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-04,On Time,C,Needs improvement
63,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,D,Needs improvement
63,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-10,On Time,A,Good work
63,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,C,Needs improvement
63,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-12,On Time,A,Good work
63,Case Study,2025-11-15,2025-11-30,Yes,2025-11-29,On Time,C,Needs improvement
64,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-10-01,Late,C,Needs improvement
64,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-16,Late,B,Good work
64,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-02,On Time,B,Good work
64,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,B,Good work
64,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-10,On Time,A,Good work
64,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-21,Late,B,Good work
64,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-15,On Time,C,Needs improvement
64,Case Study,2025-11-15,2025-11-30,Yes,2025-11-27,On Time,B,Good work
65,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-29,On Time,A,Good work
65,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-14,On Time,A,Good work
65,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-05,On Time,C,Needs improvement
65,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,C,Needs improvement
65,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-09,On Time,D,Needs improvement
65,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-27,Late,A,Good work
65,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-12,On Time,A,Good work
65,Case Study,2025-11-15,2025-11-30,Yes,2025-11-28,On Time,C,Needs improvement
66,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
66,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-15,On Time,A,Good work
66,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
66,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,A,Good work
66,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
66,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-21,Late,B,Good work
66,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-18,Late,A,Good work
66,Case Study,2025-11-15,2025-11-30,Yes,2025-11-30,On Time,A,Good work
67,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
67,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
67,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-12,Late,A,Good work
67,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-23,On Time,C,Needs improvement
67,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-10,On Time,B,Good work
67,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-17,On Time,B,Good work
67,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-14,On Time,A,Good work
67,Case Study,2025-11-15,2025-11-30,Yes,2025-11-28,On Time,C,Needs improvement
68,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-10-07,Late,C,Needs improvement
68,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-13,On Time,A,Good work
68,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
68,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-28,Late,A,Good work
68,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
68,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-18,On Time,A,Good work
68,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-18,Late,B,Good work
68,Case Study,2025-11-15,2025-11-30,Yes,2025-11-29,On Time,A,Good work
69,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
69,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-13,On Time,B,Good work
69,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,A,Good work
69,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-12-02,Late,A,Good work
69,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
69,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-27,Late,A,Good work
69,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-12,On Time,A,Good work
69,Case Study,2025-11-15,2025-11-30,Yes,2025-11-29,On Time,A,Good work
70,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
70,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
70,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-04,On Time,C,Needs improvement
70,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,B,Good work
70,Project Proposal,2025-09-20,2025-10-10,No,,Not Submitted,,
70,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-22,Late,C,Needs improvement
70,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-13,On Time,B,Good work
70,Case Study,2025-11-15,2025-11-30,Yes,2025-11-28,On Time,B,Good work
71,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-29,On Time,B,Good work
71,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-14,On Time,A,Good work
71,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-03,On Time,A,Good work
71,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-23,On Time,A,Good work
71,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-07,On Time,C,Needs improvement
71,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-20,On Time,A,Good work
71,Lab Report 2,2025-11-01,2025-11-15,No,,Not Submitted,,
71,Case Study,2025-11-15,2025-11-30,No,,Not Submitted,,
72,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
72,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-15,On Time,A,Good work
72,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
72,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,B,Good work
72,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-11,Late,A,Good work
72,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-27,Late,A,Good work
72,Lab Report 2,2025-11-01,2025-11-15,Yes,2025-11-16,Late,A,Good work
72,Case Study,2025-11-15,2025-11-30,Yes,2025-11-30,On Time,C,Needs improvement
73,Assignment 1 - Subject A,2025-09-15,2025-09-30,No,,Not Submitted,,
73,Assignment 2 - Subject B,2025-10-01,2025-10-15,No,,Not Submitted,,
73,Assignment 3 - Subject C,2025-10-20,2025-11-05,No,,Not Submitted,,
73,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-24,On Time,C,Needs improvement
73,Project Proposal,2025-09-20,2025-10-10,Yes,2025-10-08,On Time,B,Good work
73,Lab Report 1,2025-10-05,2025-10-20,Yes,2025-10-24,Late,B,Good work
73,Lab Report 2,2025-11-01,2025-11-15,No,,Not Submitted,,
73,Case Study,2025-11-15,2025-11-30,Yes,2025-11-28,On Time,C,Needs improvement
74,Assignment 1 - Subject A,2025-09-15,2025-09-30,Yes,2025-09-27,On Time,C,Needs improvement
74,Assignment 2 - Subject B,2025-10-01,2025-10-15,Yes,2025-10-16,Late,D,Needs improvement
74,Assignment 3 - Subject C,2025-10-20,2025-11-05,Yes,2025-11-04,On Time,B,Good work
74,Assignment 4 - Subject D,2025-11-10,2025-11-25,Yes,2025-11-25,On Time,B,Good work
